annotation_id,annotated_text,annotation,page,title,onb_barcode,onb_id,iiif_manifest,viewer_link
35b58019-5cef-4912-910e-58dd389c9d17,"Von beiden Seiten iſt es von hohen Felswänden um- geben, an deren linken Seiten ſich Ruinen einer Waſſerleis tung hinziehen, die ganz mit Epheu umranft ſind.",'plants vegetation 25G',221,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/221
36677f54-c454-42e8-b97e-36f229ecbabf,"Dieſer Aquäduft, ungefähr ſieben- bis adthundert Schritte lang, reicht bis zu der Stelle, wo ſich der Hundsfluß über Felſen und Geſtein herabſtürzt, und einen zwar niedern aber reichen Fall bildet","'animals 25F', 'dog 34B11'",221,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/221
56238b57-b142-4a99-a302-9f735cd85d52,"Man gelangt zu ihr über eine breite fteinerne Treppe, über welche uns die braven ſyriſchen Pferde mit beiſpielloſer Sicherheit ſowohl auf- als abwärts trugen; ein ſchauerlicher, ſchwindelnder Weg.","'animals 25F', 'horses and kindred animals 46C1314'",222,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/222
c28b037d-b4d1-4cfb-ab2e-f2e633778634,"Der Fluß hat ſeinen Namen von einem Steine, welcher in ihm liegt und die Form eines Hundes haben ſoll. Steine und Felstüde ſa. ben wir wohl viele, an denen ſich die Fluth oft ſchäumend bridt, allein von einer Ähnlichkeit mit einem Hunde merkten wir nichts.","'animals 25F', 'dog 34B11'",222,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/222
aeeebe7c-53e7-4fe2-8ad4-a11305ec40c6,"Maul. beerbäume und Nebenpflanzungen grünten um uns ber, Lanbhäuſer und Dörfer lagen halb verſtedt dazwiſden, und Klöſter frönten die niedern Höhen des Libanon, der von dies ſer Seite nichts als fable Felſen bietet, deren Hauptfarbe ein bläuliches Grau ift.","'plants vegetation 25G', 'plant material building material 47G54'",223,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/223
493973f2-9460-4780-904c-60e363d410aa,"Eine kleine Strede von Beirut ftellte ſich uns abermal eine ſolche Rieſenbrüde entgegen, wie am Hundsfluſſe.","'animals 25F', 'dog 34B11'",223,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/223
bca6623b-f21c-44f8-a6bb-9b10ec1f49a6,"Breite Treppen, dag vier bis fünf Reiter bequem neben einander Naum hatten, führten hinauf und hinab. Die Stufen ſind ſo hoch und liegen ſo weit auseinander, daß man gar niot be greifen fann, wie es die armen Pferde anſtellen, um ba hinauf oder binab. zu gelangen.","'animals 25F', 'horses and kindred animals 46C1314'",223,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/223
b0c5a7c3-0731-4d66-bfff-c811f7dd1a2b,"Um 5 Uhr Abends famen wir glüdlid in Beirut an. Somit war dieſer Ausflug zur rreizenden einzigen Stadt der Drientalen, zu den weltberühmten Ruinen und zu dem ebr. würdigen Cederhaine beendet. ",'plants vegetation 25G',223,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/223
10d4d30d-0cce-43e6-828e-9b2d9dd4f7ef,"Von vierfüßigen Thieren, Amphibien, Vögeln oder Infetten ſaben wir nichts.","'animals 25F', 'amphibians 25F5', 'birds 25F3', 'insects 25F711'",223,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/223
b6a743af-5dd0-40b5-ba2d-2d61dce204af,"Graf B. fing ein Chamäleon, das leider nach einigen Tagen ſeinem Gefängniſſe zu entfommen wußte.","'animals 25F', 'lizards 25F41', 'lizards CHAMELEON 25F41'",223,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/223
1d13ea29-6f16-4150-835a-044a89d6c3a9,"Von Inſekten litten wir gar nichts; dagegen oft von einer ſchredlichen Hiße, und manchs mal von quälendem Durſt und Hunger.","'animals 25F', 'insects 25F711'",223,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/223
da5a204a-ce5a-409f-9434-e854ac619b7a,"Des andern Tages ging es Gottlob, etwas beſſer, meine Pauline fam auc, und fochte mir ein Bisden Hammelſuppe","'animals 25F', 'sheep 25F24', 'kinds of meat 41C692'",224,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/224
29deaca3-7919-4a01-b379-0e5b1e865596,"Bei der größten Sorge falt iſt es unausweichbar, daß man die efelhafteſten Thiere auf Kopf und Gewand bekommt.","'animals 25F', 'insects 25F711'",227,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/227
9ffb3514-bf49-4f97-923e-f3514067f2bc,"Des Mittags befommt man Pilav, alten Käſe und Zwiebel; des Abends Sardellen, Oliven und wieder alten Käſe, ftatt des Brotes Schiffszwiebad.","'plants vegetation 25G', 'coffee  41C721', 'animals 25F', 'fishes 25F6'",227,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/227
2634def2-096e-4c65-848f-16eb2d27f6c4,"3o nahm an dieſen Mahlzeiten nicht Theil, ich hatte einige lebendige Hühner, Reis, Butter, getrođnetes. Brot und Kaffee mitgenommen, und beſorgte mir die Koft ſelbft.","'animals 25F', 'fowl cock hen chicken etc 34B232', 'dairy products and eggs 41C64', 'plants vegetation 25G', 'coffee  41C721'",227,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/227
caaa4962-9640-4479-a682-7c964ebc3150,"Hier ſah ich ſeit meiner Abreiſe von Konftantinopel wieder das erſte Fuhrwerf, aber freilich keine Rutſoe, ſondern nur einen hölzernen Karren auf zwei Rädern, der nur zum Trangs port von Waaren, Steinen und Erde beſtimmt iſt.",'plant material building material 47G54',228,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/228
d126b5ea-dbb7-4ead-8dc2-4252e5f1ac78,"Wir blieben da von Früh bis in die Nacht, und nun erft erfuhr ich, daß die Eigenthümer des Schiffes nicht ſo ſehr der Lebensmittel wegen gelandet hatten, ſondern hauptſächs lich um Weine zu faſſen, und Reiſende zu ſuchen; von legtern bekamen ſie indeffen nicht den geringſten Zuwachs. Der Wein ift ſehr wohlfeil, id faufte eine Flaíde, die ungefähr drei Seitel ziemlich guten Cyperwein enthielt, um einen Piaſter.",'wine 41C711',228,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/228
27c5d15f-2ddb-4a89-92f7-656592e85d08,"Nun ward die ganze Scene, wie durch einen Zauberſólag einer woblthätigen fee, umgewandelt.","'animals 25F', 'fabulous animals 25FF', 'fairy 31A4581'",230,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/230
f0b8d1b8-db43-49c8-80c9-77bd4384c60f,"Erſtere bildeten fich zu einem ganzen Walde, zwiſchen welchem leptere als Häuſer hervorſdimmerten.",'plants vegetation 25G',231,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/231
43ebb77d-8573-4ecd-8c37-343636f743ca,"Endlich ſonderte ſich auch Grund und Boden von dem naſſen Element, wir unterſchieden Sügel, Bosfette und Gärten in der Umgebung der Stadt, deren Ans blid aber nicht ſehr überraſchend iſt, denn eine öde, große Sandfläche umgürtet Stadt und Gärten, und gewährt ein trauriges Bild.",'plants vegetation 25G',231,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/231
3540563d-1ff6-4bf2-b639-66ee77f5062a,"Vieles iſt mit fleinen Bosfeten von Dattelpalmen umgeben, was einen ſehr angenehmen Eindruck macht, da ſie für Europäer etwas Neues find.",'plants vegetation 25G',232,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/232
da1c3ca1-c553-4ffa-8957-af9daffae59c,"Der Hof, in welchen wir gewieſen wurden, war von allen Seiten geldloſen und mit hölzernen Gittern verſehen, die Zimmer beſtanden aus vier leeren Wänden, die Fenfter waren ebenfalls mit hölzernen Gittern verwahrt.",'plant material building material 47G54',233,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/233
417357df-e391-4112-a1cc-8a3ea33203aa,"Erft am Abende des zweiten Tages, als ich ſah, daß ich *) In Egppten gilt der Piafter 6 tr. C. M, --- 00233_page233.txt --- 1 durd meinen felvon Quarbian nichts erhalten konnte, wens dete ich mich an den Oberaufſeher des lazarethes, der täglid vor Sonnenuntergang kam, uns alle befidtigte und dann in bie Zimmer ſperrte.","'animals 25F', 'horses and kindred animals 46C1314'",233,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/233
c66022e8-41de-4ace-a69e-3f0314babed6,"*) In Egppten gilt der Piafter 6 tr. C. M,",'footnote irrelevant',233,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/233
c3d64e73-b71e-4833-b908-0bb9149c2497,"Jeden Morgen, gleid nad Sonnenaufgang, wers den einige Shläuche Meerwaſſer, das zum Reinigen ber Geſchirre gehört, gebradt; gegen 9 Uhr Früh und Nads mittags um 5 Uhr bringen einige Kameele mehrere Schläuche mit ſüßem Waſſer, das in zwei fteinerne Trðge geſchüttet wird, die im Hofe ftehen.","'animals 25F', 'camel 25F24'",234,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/234
3362e445-5816-4310-99f5-5be665b5387a,"Als er durch das erſte Zimmer geben mußte, um an meine Thür zu gelangen, fah er den Stengel einer Traube an dem Boden liegen.",'plants vegetation 25G',235,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/235
164a7aee-ede8-4386-9fd7-e859fc738e17,"Am fiebenten Tage unſerer Gefangenſchaft wurden wir Ade, Morgens um 9 Uhr, auf unſere Zimmer gewieſen. Thüren und Fenſter wurden geldloſſen, große Räuderfäfſer gebracht, und ein gräßlich finfender Rauch von Schwefel, Afand, Federn u. dergl. gemacht.","'animals 25F', 'birds 25F3'",235,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/235
5171e4e3-8fb5-4baa-b546-b6098baecb04,"Einige Stunden ſpäter wurden wir an das hölzerne Gitter beſchieden, das uns Berpeftete von den Geſunden trennte, außerhalb desſelben ſaßen einige Beamte, denen man den Betrag für Zimmer und Quardian zu entridten hat, eine wahre Kleinigkeit.",'plants vegetation 25G',236,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/236
97c31d7f-459c-4d21-9dce-306a1a9cc83d,"Von Inſekten hatten wir gar nichts, von der Hiße nur wenig zu leiden.","'animals 25F', 'insects 25F711'",236,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/236
a9d373d9-6e40-41db-8b0a-879b4c74b604,"Früh um 7 Uhr wurde entlich unſer Käfig geöffnet. un ſtürmte alles herein; da famen die Verwandten und Bekannten, die Abgeſandten der Wirthe, die Träger und Efeltreiber, alles war fröhlich und heiter, und Sebes fand eine befreundete oder befannte Seele, nur ich allein ftand freundlos und verlaſſen, Niemand drängte ſich an mich, Nies mand nahm Antheil an mir- nur die Abgefandten der Wir- the, die Träger und Efeltreiber, dieſes blutige Gefdlecot, das man überau findet, ftieß und zankte ſich um die arme Verlaſſene.","'animals 25F', 'horses and kindred animals 46C1314'",236,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/236
437df281-d8ef-4945-834b-feac89fb1913,"Ich padte meine Sachen zuſammen, beſtieg einen Eſel und ritt zu, Colombier, einem der beften Gaſthöfe in Alerans drien.","'animals 25F', 'horses and kindred animals 46C1314'",236,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/236
31569740-db40-480d-bf3e-f19b1022f447,"Wir ritten durch ein elendes jäm- merlich ausſehendes Dorf; die Hütten waren aus Steis nen zuſammengefügt, aber ſo klein und niedrig, daß man faum glauben ſollte, ein Menſch könne darin aufrecht ftehen.","'animals 25F', 'horses and kindred animals 46C1314'",237,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/237
23ea4635-9b67-45a1-a024-e24a97f8010c,"Die Arbeit der Weiber beſtand im Flechten von Binſenförben und in Getreide ausſuchen. Männer bemerkte ich nicht, ſie waren vermuthlid auswärts beſchäftigt. ",'plants vegetation 25G',237,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/237
9c96b599-bbab-4760-b232-fdc9c9ad2ead,"Ich ritt nun auf der ſandigen Ebene, auf welcher ganz Alerandrien gebaut iſt, fort, und befand mich plöblich, ohne früher durch eine Gaffe zu kommen, auf dem großen Plaße.","'animals 25F', 'horses and kindred animals 46C1314'",237,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/237
c0110f8e-cf6f-440d-a869-09b6d5cbe41e,"Da lief ein Neger mit dem Argilé hinter ſeinem Herrn, der auf ſtattlidem Roße dahin trabte; bort.ſah man Franken --- 00237_page237.txt --- S3 oder vermummte egyptiſche Damen auf Eſeln reiten.","'animals 25F', 'horses and kindred animals 46C1314'",237,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/237
2be71690-2267-445b-b37c-6ea5294516cb,"Io ritt in Geſellſchaft eines Herrn hinaus und war ſehr erfreut, ihn recht wohl ausſehend zu treffen.","'animals 25F', 'horses and kindred animals 46C1314'",238,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/238
c9bd486b-0e74-4a13-bc66-4e2471c8634c,"Der Bazar iſt nicht ſchön, und beſteht aus hölzernen Buden, beren Inhalt ganz gewöhnliche Handesartikel auss machen. ",'plant material building material 47G54',238,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/238
ed3f2d4c-09e1-43ed-8b4a-70f827ac1ce5,"An demſelben Tage, als ich die Quarantaine verließ, titt idk um 5 uhr Abends an den Kanal des Nils, der vier und zwanzig Fuß breit und zwölf Stunden lang ift.","'animals 25F', 'horses and kindred animals 46C1314'",238,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/238
0c542d1a-1f43-4125-8796-5980e7247929,"Hero son l. hatte mir Nahrungsmittel und Wein mitgeben wollen, ich dachte aber ſchon dieſen Mittag in Atfé zu ſeyn, und danfte ihm herzlich dafür.",'wine 41C711',239,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/239
d8ca8f66-6236-4bd1-a5ef-d9241436551e,"Nun hatte id feine Lebensmittel, nach der Stadt getraute ich mich wegen der zu großen Entfernung nicht mehr za geben, und den Schiffleuten konnte ich mich nicht verſtändlich mas dhen, daß ſie mir etwas Brot und gebađenes Fleiſch vom nahen Bazar bringen ſollten.","'animals 25F', 'kinds of meat 41C692'",239,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/239
a9a45a63-d86a-47bf-9255-dde858108f7f,"In Alerandrien genoß ich ſeit meiner Abreiſe von Smyrna die erſte Rindſuppe, ſo wie auch das erſte Stück- den Rindfleiſch.","'animals 25F', 'kinds of meat 41C692', 'cattle 47I21'",239,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/239
825ae0a0-1244-4a9b-b3a3-d976e18a7998,"Barken famen an und fuhren ab, wurden geladen und ausgeladen, ganze Züge von Kameelen bewegten ſich mit ihren Führern hin und her, um die Waaren zu holen oder zu bringen, Militär zog vorüber mit Spiel und --- 00239_page239.txt --- S6 Klang, um auf dem nahen Plage ſeine übungen zu halten ;- immer gab es etwas zu ſehen, und ſo war es 4 Uhr, ohne daß ich eigentlich wußte, wohin die Zeit gekommen ſei.","'animals 25F', 'camel 25F24'",239,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/239
cef1bd71-7330-4858-b40a-fe670b0a502b,"längs des Kanals liegen ſchöne Landhäuſer mit Gärs ten; das ſchönſte unter denſelben gehört einem Paſcha, dein Schwiegerſohne Mehemed Ali's.",'plants vegetation 25G',240,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/240
088faad2-90a2-4482-9943-7c707792f1c5,"In der Adee ftand ſeine Equipage, ein prächtiger zwei- fißiger Wagen mit vier ſchönen Pferden auf Engliſde Art beſpannt.","'animals 25F', 'horses and kindred animals 46C1314'",240,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/240
686fce6e-587f-4701-acf9-a28ccfd24a13,"Der Anblid von Villen und Gärten währt höchftens die erften Paar Stunden, dann geht die Fahrt bis Atfé ſebr einförmig und unbefriedigend zwiſchen Sandebenen oder klei- nen Sandhügeln fort.",'plants vegetation 25G',241,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/241
f367b4bf-5a88-434c-9f8c-552dc2879001,"An vielen Stellen iſt das Flach- land, ſo weit man ſieht, vom Nil- Meere( Strom fann man bei dieſer ungeheuren Ausdehnung nicht ſagen) überdeckt, da ragen überall kleine Erhöhungen hervor, auf welchen die Dörfer liegen, umſchattet von Dattelpalmen und andern Bäumen, hinter ihnen ziehen wieder die hohen Maften mit den weißen pyramidenartigen Segeln vorüber.",'plants vegetation 25G',242,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/242
67d589ae-0903-43ae-b29d-728a5bfe982e,"Die Abhänge der Hügel ſind belebt von Geflügel, Ziegen und Schafen, während nahe am Ufer die Köpfe der dunkelgrauen Büffel, deren es in dieſen Gegenden ſehr viele gibt, aus dem Waſſer ragen. Dieſe Thiére lagern ſich gern in die führende Fluth und ftieren die vorübereilenden Barfen an.","'animals 25F', 'fowl cock hen chicken etc 34B232', 'hoofed animalGOAT 25F24', 'sheep 25F24', 'cattle 47I21'",242,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/242
42ec14ca-e1cb-486b-b282-3a894f8170b1,"Hie und da fiebt man auch kleine Boskete yon zwanzig, dreißig und mehr Bäumen, die, da das ganze Erdreich unter Waſſer liegt, aus dieſem Nil- Meer herauszuwachſen ſcheinen.",'plants vegetation 25G',242,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/242
a46cb9a5-83cc-444e-bffe-da7dc13a7a38,"Die Franken nehmen, wie ſchon frü- her bemerkt, filtrirtes Waſſer mit. Geht dieſes aus, ſo braucht man nur einige Aprifoſen oder Mandelferne klein geſchnitten, in ein Gefäß mit Nil- Waſſer zu werfen, ſo flärt ſich dieſes in fünf bis ſechs Stunden ſo ziemlich.",'plants vegetation 25G',243,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/243
7cee847a-1e85-4899-bf86-27d91679ff0d,"Das Erdreich befteht allenthalben nur aus Sand und wird erſt durch den Solamm, den der Nil nach der über dwemmung zurücläßt, fruchtbar, daher die üppige Vegetation erft nachdem Zurücktreten des Waſſers beginnt.",'plants vegetation 25G',243,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/243
141b0234-dc32-4a23-b978-6d6ea2b553e3,"Die meiſten der leßtern haben das Geſicht voll Finnen und Ausídlag, auf dem ftets eine Herbe Fliegen fißt, dazu oft noch entzündete Augen ein erbarmungswürdiger Anblick!","'animals 25F', 'insects 25F711'",243,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/243
947b1349-e2dd-403d-a79e-7b70c781eafd,"Sie wollten alles mit mir theilen; fie gaben mir von ihren Gerichten, meiſt Pilav, Bohnen und Gurfen, die i aber nicht ſchmadhaft fand; wenn ſie des Morgens( dwarzen Kaffee tranfen, reichten ſie mir immer die erſte Schale.","'plants vegetation 25G', 'coffee  41C721'",244,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/244
c821d859-f25b-4827-9187-a7ef66e4b030,"So theilte ihnen ebenfalls von meinen Lebensmitteln mit, die fie gut fanden, bis auf den Kaffee mit Milo gemiſcht. Wenn wir an einem Dorfe landeten, fragten fie mid durch Zeichen, ob ich einige Lebensmittel wünſe. Nun bätte ich freilich gerne Milch, Eier und Brot gehabt, allein ich wußte fie nicht auf arabiſo zu begehren. 3 erflärte mich alſo durch Zeichnungen; ich zeichnete z. B. eine Kub, gab der Araberin etwas Geld und eine Flaſche, und wies ihr, die Kuh zu melfen und ineine Flaſde mit Milch zu füllen. Eben ſo zeichnete ich eine Henne, barneben die Eier; auf die Henne wies id verneinend, dagegen auf die Eier bejahend, und zählte ihr an den Fingern vor, wie viel Stüde fie mir bringen möchte.","'plants vegetation 25G', 'animals 25F', 'cattle 47I21', 'dairy products and eggs 41C64', 'fowl cock hen chicken etc 34B232', 'kinds of meat 41C692'",244,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/244
d2b9c0db-8bb0-434f-b73d-afc6e469e6fb,"Als man mir die Milch bragte, und ich dem Weibe zu verſtehen gab, daß, wenn ſie ihre Gerichte gekocht hätten, ſie mir das Feuer überlaſſen möchten, damit ich ineine Mild oder meine Eier foden fönnte, nahmen ſie alſogleid ibre Speiſe berab, und es nüßte von meiner Seite keine Weige. rung, ich mußte zuerſt kodhen, was ich bedurfte.","'animals 25F', 'dairy products and eggs 41C64', 'fowl cock hen chicken etc 34B232', 'cattle 47I21'",244,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/244
69a0ce50-da1d-44ae-ae78-b6a45d8bcbf5,"Die Dörfer wurden größer; die Hütten, von denen manche ganz die Form eines Zuderbutes hatten, und auf deren Spißen eine Menge Tauben, ein in dieſen Gegenden ſehr Häufiges Geflügel, nifte- ten, hatten( don ein etwas beſſeres Anſehen.","'animals 25F', 'birds 25F3'",245,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/245
871723c8-9d72-4a6b-8dd4-1f090180d56d,"Des Morgens erhalten ſie Brot oder Schiff8zwiebad, manchmal robe Gurken, oder ein Stüdchen Käſe oder eine Handvol Datteln dazu, des Mits tags dasſelbe, und Abends ein warmes Gericht von Bohnen, oder eine Gattung Brei oder Pilav, höchft ſelten ein gekoch- tes Hammerfleiſch.","'plants vegetation 25G', 'animals 25F', 'sheep 25F24', 'dairy products and eggs 41C64', 'kinds of meat 41C692', 'sheep 25F24'",246,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/246
6ffb31ee-1a50-458e-a098-aa1ae0973ea8,Die am Ufer liegenden Gärten find üppig und ſdön.,'plants vegetation 25G',248,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/248
1fb255f2-b98b-4729-8862-fc4231f31937,"Dieß Geſchäft abgethan, mußte id mich um ein Paar Eſel umſeben, nämlich einen für mich, und einen für mein Gepäck. Wäre ich ans Ufer ges gangen, ſo hätten mich die Eſeltreiber halb zerriſſen, der Eine hätte mid dahin und der Andere dorthin gezogen.","'animals 25F', 'horses and kindred animals 46C1314'",249,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/249
41b354b7-ee8b-4ef5-aa2d-ce4d77e86a9c,"nterbefſen ſah ich vom Kajütenfenſter ano Ufer, und ſpekulirte, welcher Thiere ich mio gleich bemächtigen wollte; dann eilte ich raſo hinaus, und ebe fichs die Eigenthümer dieſer Langohre verſaben, faßte ich ſchon ein Eſelchen am Baume, und deutete auf das zweite.","'animals 25F', 'horses and kindred animals 46C1314'",249,toten rote Sizilien Dezember,Z174841503,107A821E,https://api.onb.ac.at/iiif/presentation/v3/manifest/107A821E,https://viewer.onb.ac.at/107A821E/249
